Without Novelty,,,,With Novelty
pelican1,panther1,No Winner1,,pelican2,panther2,No Winner2
0.0,1.0,0.0,,0.02,0.98,0.0
0.0,1.0,0.0,,0.0,1.0,0.0
0.0,0.98,0.02,,0.0,1.0,0.0
0.0,0.98,0.02,,0.0,1.0,0.0
0.0,1.0,0.0,,0.0,1.0,0.0
0.0,1.0,0.0,,0.0,1.0,0.0
0.0,1.0,0.0,,0.0,1.0,0.0
0.0,1.0,0.0,,0.0,1.0,0.0
0.0,1.0,0.0,,0.0,1.0,0.0
0.0,1.0,0.0,,0.0,1.0,0.0
